"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","cluster"
57,"retired","married","secondary","no",427,"no","no","cellular",29,"jan",246,1,-1,0,"unknown","no","1"
34,"services","married","secondary","no",70,"yes","yes","unknown",23,"may",138,4,-1,0,"unknown","no","1"
36,"services","single","secondary","no",62,"yes","no","unknown",5,"may",215,2,-1,0,"unknown","no","1"
36,"management","married","tertiary","no",0,"yes","no","telephone",23,"oct",140,1,143,3,"failure","yes","1"
52,"retired","married","secondary","no",1956,"no","no","unknown",6,"jun",384,2,-1,0,"unknown","no","2"
43,"self-employed","divorced","secondary","no",484,"yes","no","cellular",13,"may",180,2,173,6,"failure","no","1"
30,"technician","married","secondary","no",817,"yes","no","cellular",21,"nov",208,3,91,4,"failure","no","1"
49,"management","married","tertiary","no",391,"no","no","unknown",17,"jun",128,1,-1,0,"unknown","no","1"
31,"management","single","secondary","yes",0,"no","no","cellular",11,"feb",112,4,85,2,"failure","no","1"
33,"entrepreneur","single","tertiary","no",1481,"yes","no","cellular",13,"may",172,3,173,1,"other","no","1"
49,"technician","divorced","tertiary","no",874,"yes","no","unknown",16,"may",152,2,-1,0,"unknown","no","1"
38,"self-employed","married","secondary","no",854,"yes","yes","cellular",28,"dec",112,2,-1,0,"unknown","no","1"
62,"housemaid","married","tertiary","no",1528,"no","no","cellular",14,"apr",496,1,-1,0,"unknown","yes","2"
56,"management","married","tertiary","no",1282,"no","no","cellular",19,"aug",323,4,-1,0,"unknown","no","2"
57,"retired","married","tertiary","no",1292,"no","no","cellular",1,"jun",151,1,69,1,"failure","no","2"
31,"blue-collar","single","secondary","no",-343,"no","yes","cellular",28,"jul",120,4,-1,0,"unknown","no","1"
58,"management","divorced","tertiary","no",108,"no","no","cellular",12,"aug",231,4,-1,0,"unknown","no","1"
39,"management","divorced","secondary","no",51,"no","no","unknown",17,"jun",334,2,-1,0,"unknown","no","1"
30,"services","single","secondary","no",290,"yes","no","unknown",12,"may",446,1,-1,0,"unknown","no","1"
40,"blue-collar","married","secondary","no",598,"yes","no","cellular",31,"jul",90,5,-1,0,"unknown","no","1"
35,"admin.","married","secondary","no",-257,"no","no","cellular",28,"jan",117,3,-1,0,"unknown","no","1"
51,"blue-collar","divorced","primary","no",-28,"no","yes","unknown",2,"jul",220,2,-1,0,"unknown","no","1"
38,"blue-collar","married","secondary","no",2467,"no","no","cellular",2,"jun",192,1,-1,0,"unknown","yes","1"
60,"technician","married","secondary","no",259,"no","no","cellular",6,"jul",396,1,386,2,"success","yes","1"
31,"technician","single","secondary","no",591,"yes","yes","cellular",15,"may",14,5,-1,0,"unknown","no","1"
31,"blue-collar","married","secondary","no",150,"yes","no","telephone",14,"may",68,2,-1,0,"unknown","no","1"
46,"services","married","secondary","no",12,"no","no","cellular",26,"aug",225,3,-1,0,"unknown","no","1"
58,"retired","married","secondary","no",19,"no","yes","cellular",15,"jul",106,3,-1,0,"unknown","no","1"
38,"admin.","single","tertiary","no",-898,"yes","no","cellular",9,"apr",345,2,323,1,"failure","no","1"
42,"technician","divorced","secondary","no",-106,"yes","no","unknown",29,"may",95,1,-1,0,"unknown","no","1"
50,"blue-collar","married","secondary","no",278,"no","no","unknown",20,"jun",250,3,-1,0,"unknown","no","1"
34,"blue-collar","married","secondary","no",332,"no","no","cellular",14,"may",134,2,-1,0,"unknown","no","1"
55,"technician","divorced","tertiary","no",0,"no","no","cellular",18,"aug",237,1,-1,0,"unknown","yes","1"
29,"management","married","tertiary","no",451,"no","no","cellular",4,"aug",152,1,92,2,"failure","no","1"
58,"technician","married","tertiary","no",0,"no","no","cellular",25,"aug",540,4,-1,0,"unknown","no","3"
31,"blue-collar","married","primary","no",229,"no","no","telephone",8,"jul",186,2,-1,0,"unknown","no","1"
37,"technician","married","secondary","no",511,"yes","no","unknown",13,"may",232,4,-1,0,"unknown","no","1"
49,"technician","married","secondary","no",0,"yes","no","cellular",11,"jul",178,2,-1,0,"unknown","no","1"
47,"blue-collar","divorced","primary","no",1927,"yes","no","cellular",5,"feb",130,4,275,3,"failure","no","2"
43,"technician","married","primary","no",321,"yes","no","cellular",6,"feb",12,5,268,6,"other","no","1"
34,"services","married","secondary","no",1337,"no","no","cellular",12,"aug",255,2,104,1,"success","yes","1"
50,"blue-collar","married","primary","no",82,"no","no","telephone",5,"apr",456,1,-1,0,"unknown","yes","1"
44,"technician","married","tertiary","no",-948,"yes","yes","cellular",9,"jul",129,2,-1,0,"unknown","no","1"
33,"management","single","tertiary","no",171,"yes","no","cellular",17,"jul",71,1,-1,0,"unknown","no","1"
26,"services","single","secondary","no",209,"yes","no","cellular",22,"jul",319,2,-1,0,"unknown","no","1"
26,"student","single","secondary","no",352,"no","no","cellular",29,"jan",202,2,-1,0,"unknown","no","1"
27,"management","single","tertiary","no",405,"yes","no","cellular",7,"may",129,2,-1,0,"unknown","no","1"
27,"technician","married","secondary","no",0,"yes","no","cellular",28,"jul",55,6,-1,0,"unknown","no","1"
40,"blue-collar","divorced","secondary","no",0,"no","no","cellular",12,"aug",266,2,-1,0,"unknown","no","1"
36,"technician","married","secondary","no",-456,"yes","no","cellular",11,"jul",252,1,-1,0,"unknown","no","1"
57,"blue-collar","married","primary","no",1075,"no","no","cellular",22,"aug",164,6,-1,0,"unknown","no","1"
65,"management","married","unknown","no",2352,"no","no","cellular",8,"nov",354,3,188,13,"success","no","2"
38,"services","single","tertiary","no",1418,"no","no","cellular",29,"jan",52,1,-1,0,"unknown","no","1"
27,"management","single","tertiary","no",1623,"no","no","cellular",9,"dec",161,1,190,1,"success","no","1"
60,"retired","divorced","tertiary","no",381,"yes","no","cellular",17,"apr",208,2,344,4,"failure","no","1"
59,"blue-collar","married","primary","no",0,"yes","yes","cellular",21,"aug",140,5,-1,0,"unknown","no","1"
49,"admin.","divorced","secondary","no",502,"yes","no","cellular",20,"nov",104,5,-1,0,"unknown","no","1"
36,"blue-collar","married","primary","no",2040,"yes","no","cellular",13,"may",125,2,-1,0,"unknown","no","1"
26,"entrepreneur","married","tertiary","no",37,"yes","yes","cellular",6,"may",207,1,363,2,"failure","no","1"
34,"management","single","tertiary","no",382,"no","no","cellular",5,"feb",148,1,94,1,"failure","no","1"
52,"unemployed","married","secondary","no",49,"no","no","cellular",30,"apr",117,1,-1,0,"unknown","no","1"
46,"blue-collar","married","primary","no",2023,"yes","no","cellular",21,"nov",118,1,-1,0,"unknown","no","1"
58,"unemployed","married","tertiary","no",1333,"no","no","cellular",1,"oct",278,1,-1,0,"unknown","no","2"
33,"management","single","tertiary","no",0,"no","no","cellular",19,"aug",53,4,-1,0,"unknown","no","1"
45,"technician","married","secondary","no",183,"no","no","cellular",29,"aug",27,4,-1,0,"unknown","no","1"
34,"blue-collar","married","secondary","no",2,"yes","no","cellular",12,"may",6,5,-1,0,"unknown","no","1"
49,"unemployed","married","primary","no",-384,"yes","no","unknown",27,"may",25,1,-1,0,"unknown","no","1"
42,"self-employed","married","secondary","no",1508,"yes","no","cellular",29,"jul",178,3,-1,0,"unknown","no","1"
31,"services","married","secondary","no",490,"yes","no","cellular",21,"nov",394,5,179,2,"other","no","1"
45,"blue-collar","single","secondary","no",-100,"yes","no","cellular",9,"jul",93,1,-1,0,"unknown","no","1"
42,"management","married","tertiary","no",877,"yes","no","unknown",14,"may",238,1,-1,0,"unknown","no","1"
34,"management","single","tertiary","no",647,"yes","no","cellular",29,"jan",392,1,-1,0,"unknown","no","1"
33,"technician","married","tertiary","no",44,"yes","no","cellular",21,"nov",88,2,-1,0,"unknown","no","1"
58,"retired","married","secondary","no",413,"no","no","cellular",27,"aug",104,5,-1,0,"unknown","no","1"
34,"services","married","secondary","no",-85,"yes","no","cellular",8,"may",129,4,-1,0,"unknown","no","1"
28,"admin.","single","secondary","no",20,"yes","no","cellular",14,"may",17,5,370,4,"other","no","1"
55,"blue-collar","married","secondary","no",1164,"no","no","cellular",18,"nov",242,1,-1,0,"unknown","no","2"
41,"blue-collar","single","secondary","no",842,"yes","no","unknown",5,"may",144,3,-1,0,"unknown","no","1"
56,"management","married","tertiary","no",746,"no","no","cellular",30,"apr",193,1,-1,0,"unknown","no","2"
46,"services","married","tertiary","no",523,"yes","no","cellular",17,"apr",172,1,-1,0,"unknown","no","1"
54,"admin.","married","primary","no",546,"yes","no","telephone",9,"apr",40,1,-1,0,"unknown","no","1"
46,"management","divorced","tertiary","no",194,"no","no","cellular",28,"jan",97,1,-1,0,"unknown","no","1"
58,"retired","single","secondary","no",282,"no","yes","cellular",7,"jul",78,1,-1,0,"unknown","no","1"
47,"admin.","married","secondary","no",829,"yes","yes","cellular",18,"nov",48,1,188,1,"failure","no","1"
36,"management","married","tertiary","no",926,"no","no","cellular",14,"apr",216,1,-1,0,"unknown","yes","1"
60,"self-employed","married","primary","no",46,"yes","no","unknown",6,"may",202,4,-1,0,"unknown","no","1"
32,"blue-collar","married","primary","no",0,"yes","no","cellular",11,"may",130,3,-1,0,"unknown","no","1"
45,"management","married","tertiary","no",226,"yes","no","cellular",13,"aug",177,6,179,10,"success","yes","1"
50,"management","single","tertiary","no",267,"no","no","unknown",17,"jun",338,2,-1,0,"unknown","no","1"
34,"technician","single","secondary","no",268,"yes","no","cellular",8,"may",248,1,343,9,"failure","no","1"
42,"services","married","secondary","no",-437,"yes","yes","unknown",27,"may",318,1,-1,0,"unknown","no","1"
32,"management","single","tertiary","no",17,"no","no","cellular",22,"aug",72,4,-1,0,"unknown","no","1"
42,"management","married","tertiary","no",1323,"yes","yes","unknown",15,"may",193,5,-1,0,"unknown","no","4"
31,"technician","divorced","secondary","no",646,"yes","no","unknown",30,"may",294,3,-1,0,"unknown","no","1"
30,"management","married","tertiary","no",11,"no","no","cellular",15,"jul",84,5,-1,0,"unknown","no","1"
40,"admin.","divorced","secondary","no",952,"yes","no","cellular",15,"may",126,2,333,1,"failure","no","1"
49,"admin.","divorced","secondary","no",560,"yes","no","cellular",25,"jul",85,3,-1,0,"unknown","no","1"
52,"blue-collar","married","secondary","no",1797,"yes","no","cellular",27,"nov",92,2,99,1,"failure","no","2"
46,"management","single","tertiary","no",379,"no","no","cellular",11,"aug",83,6,-1,0,"unknown","no","1"
45,"admin.","married","secondary","no",825,"no","no","unknown",19,"jun",140,1,-1,0,"unknown","no","1"
63,"retired","married","secondary","no",2747,"no","no","cellular",11,"sep",113,1,80,1,"failure","no","2"
37,"blue-collar","married","secondary","no",2016,"yes","yes","cellular",18,"may",20,6,-1,0,"unknown","no","4"
41,"blue-collar","married","secondary","no",1100,"yes","no","cellular",18,"nov",397,1,173,2,"failure","no","1"
29,"admin.","single","tertiary","no",14,"no","no","cellular",12,"jan",106,1,105,2,"failure","no","1"
24,"services","single","secondary","no",1299,"yes","yes","cellular",18,"may",113,2,-1,0,"unknown","no","1"
37,"blue-collar","divorced","secondary","no",625,"yes","no","cellular",15,"may",68,4,359,2,"failure","no","1"
48,"self-employed","married","secondary","no",1559,"no","no","cellular",4,"feb",130,2,-1,0,"unknown","no","2"
31,"blue-collar","single","secondary","no",39,"yes","no","cellular",15,"may",123,5,-1,0,"unknown","no","1"
30,"technician","divorced","secondary","no",4,"yes","no","unknown",20,"may",270,1,-1,0,"unknown","no","1"
45,"management","married","tertiary","no",1447,"yes","yes","cellular",7,"jul",461,2,-1,0,"unknown","no","1"
29,"technician","single","secondary","no",205,"yes","no","cellular",17,"apr",218,1,340,3,"failure","no","1"
45,"technician","single","secondary","no",29,"yes","no","cellular",7,"may",86,1,367,1,"failure","no","1"
46,"blue-collar","married","primary","no",2427,"no","no","cellular",23,"jul",40,1,-1,0,"unknown","no","1"
35,"management","married","tertiary","no",1801,"no","no","cellular",20,"nov",53,1,-1,0,"unknown","no","1"
35,"blue-collar","divorced","primary","no",289,"yes","no","cellular",13,"may",296,1,-1,0,"unknown","no","1"
30,"management","single","tertiary","no",115,"no","no","cellular",12,"aug",154,2,-1,0,"unknown","no","1"
38,"technician","married","secondary","no",994,"no","no","unknown",9,"jun",119,1,-1,0,"unknown","no","1"
66,"retired","married","secondary","no",203,"no","no","cellular",18,"jan",353,1,195,1,"success","yes","2"
33,"services","married","secondary","no",244,"yes","no","cellular",18,"nov",231,2,-1,0,"unknown","no","1"
35,"management","single","secondary","no",1048,"no","no","cellular",22,"aug",362,2,-1,0,"unknown","no","1"
39,"blue-collar","married","primary","no",800,"yes","no","cellular",13,"may",53,5,175,6,"failure","no","1"
60,"retired","married","tertiary","no",2194,"yes","no","telephone",20,"apr",31,3,263,9,"failure","no","2"
62,"retired","married","primary","no",1084,"no","no","cellular",14,"apr",505,1,-1,0,"unknown","yes","2"
31,"blue-collar","married","secondary","no",268,"yes","no","cellular",20,"nov",93,2,-1,0,"unknown","no","1"
51,"blue-collar","divorced","secondary","no",104,"no","no","cellular",9,"jul",71,1,-1,0,"unknown","no","1"
30,"management","single","tertiary","no",0,"yes","yes","unknown",27,"may",350,3,-1,0,"unknown","no","1"
39,"services","divorced","secondary","no",2,"yes","yes","unknown",11,"jun",62,1,-1,0,"unknown","no","1"
43,"unemployed","divorced","secondary","no",1854,"no","no","cellular",30,"apr",323,1,-1,0,"unknown","yes","2"
38,"management","married","tertiary","no",2548,"yes","no","unknown",30,"may",60,1,-1,0,"unknown","no","1"
37,"technician","single","secondary","no",984,"no","no","unknown",17,"jun",475,1,-1,0,"unknown","no","1"
35,"admin.","single","tertiary","no",994,"no","no","cellular",30,"apr",400,1,87,2,"failure","yes","1"
43,"blue-collar","married","primary","no",-25,"yes","no","cellular",12,"may",254,4,365,2,"failure","no","1"
39,"blue-collar","married","secondary","no",1969,"no","no","cellular",21,"nov",63,2,-1,0,"unknown","no","1"
37,"technician","single","secondary","no",-59,"yes","no","cellular",22,"jul",70,1,-1,0,"unknown","no","1"
40,"management","married","tertiary","no",42,"no","yes","cellular",18,"aug",215,6,-1,0,"unknown","no","1"
53,"management","married","tertiary","no",1356,"yes","no","cellular",21,"may",429,1,193,6,"failure","no","2"
31,"blue-collar","married","secondary","no",625,"yes","no","cellular",2,"jul",135,2,49,3,"failure","yes","1"
35,"blue-collar","married","primary","no",624,"yes","no","unknown",7,"may",163,1,-1,0,"unknown","no","1"
51,"blue-collar","divorced","tertiary","no",257,"yes","no","unknown",13,"may",190,1,-1,0,"unknown","no","1"
31,"management","married","tertiary","no",0,"yes","no","cellular",4,"may",108,2,167,1,"failure","no","1"
32,"services","single","secondary","no",159,"yes","yes","cellular",14,"may",46,1,-1,0,"unknown","no","1"
27,"blue-collar","married","tertiary","no",350,"no","no","unknown",9,"may",24,1,-1,0,"unknown","no","1"
35,"services","married","secondary","no",2135,"no","no","unknown",11,"jun",436,1,-1,0,"unknown","no","1"
31,"admin.","single","secondary","no",1340,"no","no","cellular",15,"may",185,1,-1,0,"unknown","no","1"
58,"blue-collar","married","primary","no",0,"no","no","cellular",26,"aug",168,4,-1,0,"unknown","no","1"
56,"entrepreneur","married","tertiary","no",-124,"yes","no","unknown",15,"may",374,5,-1,0,"unknown","no","3"
28,"management","single","unknown","no",81,"no","yes","cellular",8,"jul",158,1,-1,0,"unknown","no","1"
37,"technician","married","secondary","no",432,"yes","no","cellular",6,"jul",386,3,776,55,"failure","yes","1"
38,"admin.","married","secondary","no",1116,"yes","yes","unknown",16,"jun",406,2,-1,0,"unknown","no","1"
36,"blue-collar","married","secondary","no",937,"yes","no","telephone",2,"feb",29,4,-1,0,"unknown","no","1"
